"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MEAR9MDC","report","1976","Abelson, Harold; diSessa, Andy","Student Science Training Program in Mathematics, Physics and Computer Science. Final Report to the National Science Foundation. Artificial Intelligence Memo No. 393.","","","","","","During the summer of 1976, the MIT Artificial Intelligence Laboratory sponsored a Student Science Training Program in Mathematics, Physics, and Computer Science for high ability secondary school students. This report describes, in some detail, the style of the program, the curriculum and the projects the students under-took. It is hoped that this document can serve not only as a report to the National Science Foundation, but also as an elaboration of the program ideas about what would constitute a model educational environment for high ability secondary school students. (Author)","1976","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED207808","","","http://eric.ed.gov/?id=ED207808","Computer Science Education; Secondary School Mathematics; Computers; Secondary Education; Physics; Academically Gifted; Secondary School Science; Program Descriptions; Student Projects; Curriculum Design; Gifted; Mathematical Applications; Pilot Projects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W79QQN8V","report","1976","Abelson, H.; Others, And","LOGO Progress Report 1973-1975. Artificial Intelligence Memo Number 356. Revised.","","","","","","This report outlines the accomplishments of the LOGO project of the Massachusetts Institute of Technology's Artificial Intelligence Laboratory during the period 1973-1975. Three major areas of work are listed: (1) building learning environments, (2) the theory behind the environments, and (3) experimenting with learning environments. Advances in the design of computer hardware and software are reported; these led to expansion of the activities and the grade levels of students using the system. Advances in theory are reported in six content areas: mathematics, physics, biology, music, games and simulation, and language. Experiments related to teaching, Piagetian psychology, learning laboratories, work with secondary-school and college students, and learning experiments are  reported. Goals for 1975-1976 are listed in each section. (SD)","1976","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED128181","","","http://eric.ed.gov/?id=ED128181","Artificial Intelligence; Mathematics Education; Educational Research; Computer Oriented Programs; Educational Environment; Science Education; Instruction; Learning Theories; Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUM4YL8Q","book","2017","Pracana, Clara; Wang, Michael","","","978-989-99864-1-1","","","","We are delighted to welcome you to the International Psychological Applications Conference and Trends (InPACT) 2017, taking place in Budapest, Hungary, from 29 of April to 1 of May, 2017. Modern psychology offers a large range of scientific fields where it can be applied. The goal of understanding individuals and groups (mental functions and behavioral standpoints), from this academic and practical scientific discipline, aims ultimately to benefit society. This International Conference seeks to provide some answers and explore the several areas within the Psychology field, new developments in studies and proposals for future scientific projects. The goal is to offer a worldwide connection between psychologists, researchers and lecturers, from a wide range of academic fields, interested in exploring and giving their contribution in psychological issues. The conference is a forum that connects and brings together academics, scholars, practitioners and others interested in a field that is fertile in new perspectives, ideas and knowledge. There is an extensive variety of contributors and presenters, which can supplement the view of the human essence and behavior, showing the impact of their different personal, academic and cultural experiences. This is, certainly, one of the reasons there are nationalities and cultures represented, inspiring multi-disciplinary collaborative links, fomenting intellectual encounter and development. InPACT 2017 received 243 submissions, from 35 different countries from all over the world, reviewed by a double-blind process. Submissions were prepared to take form of Oral Presentations, Posters, Virtual Presentations and Workshops. It was accepted for presentation in the conference 128 submissions (29% acceptance rate). The conference also includes: (1) Two keynote presentations by Prof. Dr. Leslie G. Walker (Professor of Cancer Rehabilitation at the University of Hull, United Kingdom) and by Prof. Dr. Howard S. Schwartz (Professor of Organizational Behavior in the School of Business Administration, Oakland University, USA); and (2) Two Special Talks one by Prof. Dr. Michael Wang (Professor of Clinical Psychology, University of Leicester, United Kingdom), and the other by Dr. António Alvim (Portuguese Association of Psychoanalysis and Psychoanalytic Psychotherapy, Portugal). We would like to express our gratitude to all our invitees. This volume is composed by the papers of the International Psychological Applications Conference and Trends (InPACT 2017), organized by the World Institute for Advanced Research and Science (W.I.A.R.S.). The Conference addresses different categories inside Applied Psychology area and papers fit broadly into one of the named themes and sub-themes. The conference program includes six main broad-ranging categories that cover diversified interest areas: (1) Clinical Psychology: Emotions and related psychological processes; Assessment; Psychotherapy and counseling; Addictive behaviors; Eating disorders; Personality disorders; Quality of life and mental health; Communication within relationships; Services of mental health; and Psychopathology. (2) Educational Psychology: Language and cognitive processes; School environment and childhood disorders; Parenting and parenting related processes; Learning and technology; Psychology in schools; Intelligence and creativity; Motivation in classroom; Perspectives on teaching; Assessment and evaluation; and Individual differences in learning. (3) Social Psychology: Cross-cultural dimensions of mental disorders; Employment issues and training; Organizational psychology; Psychology in politics and international issues; Social factors in adolescence and its development; Social anxiety and self-esteem; Immigration and social policy; Self-efficacy and identity development; Parenting and social support; Addiction and stigmatization; and Psychological and social impact of virtual networks. (4) Legal Psychology: Violence and trauma; Mass-media and aggression; Intra-familial violence; Juvenile delinquency; Aggressive behavior in childhood; Internet offending; Working with crime perpetrators; Forensic psychology; Violent risk assessment; and Law enforcement and stress. (5) Cognitive and Experimental Psychology: Perception, memory and attention; Decision making and problem-solving; Concept formation, reasoning and judgment; Language processing; Learning skills and education; Cognitive Neuroscience; Computer analogies and information processing (Artificial Intelligence and computer simulations); Social and cultural factors in the cognitive approach; Experimental methods, research and statistics; and Biopsychology. (6) Psychoanalysis and Psychoanalytical Psychotherapy: Psychoanalysis and psychology; The unconscious; The Oedipus complex; Psychoanalysis of children; Pathological mourning; Addictive personalities; Borderline organizations; Narcissistic personalities; Anxiety and phobias; Psychosis; Neuropsychoanalysis. This volume contains the papers and results of the different researches conducted by authors who focused on what they are passionate about: to study and develop research in areas related to Psychology and its applications. It includes an extensive variety of contributors and presenters that are hereby sharing with us their different personal, academic and cultural experiences. We would like to express thanks to all the authors and participants, the members of the academic scientific committee, and of course, to the organizing and administration team for making and putting this conference together. [Abstract modified to meet ERIC guidelines. For the 2016 proceedings, see ED580800.]","2017","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","Online Submission","","English","","","","","","","ERIC Number: ED604951","","","http://eric.ed.gov/?id=ED604951","Expectation; Foreign Countries; Teacher Attitudes; Program Effectiveness; High School Students; Self Efficacy; Assistive Technology; Inclusion; Feedback (Response); Mathematics Skills; Academic Achievement; Student Attitudes; Child Rearing; Mothers; Psychometrics; Special Education; Middle School Students; Gender Differences; Secondary School Students; Problem Solving; Second Language Learning; Science Interests; Elementary School Students; Grade 6; Adolescents; Creativity; Reading; Anxiety; Persuasive Discourse; Prevention; Tests; Psychological Patterns; Influences; Metacognition; Evaluation; Self Concept; Instructional Innovation; Alternative Assessment; Logical Thinking; Writing (Composition); Predictive Validity; Academic Failure; Adult Development; Adult Students; Adults; Attribution Theory; Birth; Bullying; Career Development; Classroom Environment; Clinical Psychology; Cognitive Psychology; Cognitive Restructuring; Comprehension; Conflict Resolution; Counselor Training; Deafness; Discussion (Teaching Technique); Educational Psychology; Emotional Development; Experimental Psychology; Guidance Programs; Health; Hospitals; Individual Development; Individual Differences; Intellectual Disability; Measures (Individuals); Mental Disorders; Museums; Outcomes of Treatment; Parent Child Relationship; Parent Education; Parents; Peer Relationship; Personality Traits; Preadolescents; Psychiatry; Psychoeducational Methods; Psychotherapy; Social Development; Social Psychology; Special Schools; Student Responsibility; Study Habits; Teacher Burnout; Teacher Influence; Teaching (Occupation); Time Management; Well Being","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4X8Z9GW","journalArticle","2016","Barnes, Tiffany; Chi, Min; Feng, Mingyu","Proceedings of the International Conference on Educational Data Mining (EDM) (9th, Raleigh, North Carolina, June 29-July 2, 2016)","International Educational Data Mining Society","","","","","The 9th International Conference on Educational Data Mining (EDM 2016) is held under the auspices of the International Educational Data Mining Society at the Sheraton Raleigh Hotel, in downtown Raleigh, North Carolina, in the USA. The conference, held June 29-July 2, 2016, follows the eight previous editions (Madrid 2015, London 2014, Memphis 2013, Chania 2012, Eindhoven 2011, Pittsburgh 2010, Cordoba 2009 and Montreal 2008). The EDM conference is the leading international forum for high-quality research that leverages educational data, learning analytics, and machine learning to answer research questions that shed light on the learning processes. This year's conference features three invited talks by: Rakesh Agrawal, President and Founder of Data Insights Laboratories; Marcia C. Linn, Professor of the University of California at Berkeley; and Judy Kay, Professor of the University of Sydney. Judy Kay's invited paper entitled ""Enabling people to harness and control EDM for lifelong, life-wide learning"" is also presented in the proceedings. Together with the ""Journal of Educational Data Mining"" (""JEDM""), the EDM 2016 conference supports a ""JEDM"" Track that provides researchers a venue to deliver more substantial mature work than is possible in a conference proceedings and to present their work to a live audience. The papers submitted to this track followed the ""JEDM"" peer review process; three papers have been accepted to the track and were presented at the conference. The abstracts of the invited talks, panels and accepted ""JEDM"" Track papers can be found in these proceedings. [For the 2015 proceedings, see ED560503.]","2016","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED592609","","","http://eric.ed.gov/?id=ED592609","Artificial Intelligence; Cooperative Learning; Intelligent Tutoring Systems; Technology Uses in Education; Educational Technology; Foreign Countries; STEM Education; Algebra; Mathematics Achievement; Prediction; High School Students; Teaching Methods; Concept Formation; Evaluation Methods; Inquiry; Skill Development; Computer Simulation; Online Courses; Automation; Feedback (Response); Blended Learning; Classification; Integrated Learning Systems; Cultural Differences; Developing Nations; Equal Education; Student Diversity; Models; Learner Engagement; Middle School Students; Grades (Scholastic); Mathematics; Word Problems (Mathematics); Gender Differences; College Students; Problem Solving; Statistical Analysis; Dropouts; Academic Ability; After School Programs; Data Analysis; Knowledge Level; Course Content; Educational Games; Electronic Publishing; Lifelong Learning; Misconceptions; Peer Evaluation; Science Instruction; Grading; Physics; Scoring; Time on Task; Competition; Performance; Student Behavior; Decision Making; Concept Mapping; Interaction; Web Based Instruction; Homework; Social Influences; Teamwork; Cooperation; Simulation; Communities of Practice; Internet; Self Evaluation (Individuals); Enrollment; Information Retrieval; Markov Processes; Programming; Reinforcement; Semantics; Curriculum Design; Large Group Instruction; Vocabulary Development; Learning Theories; Museums; Social Development; Assignments; At Risk Students; Chemistry; Communication Strategies; Educational Objectives; Emotional Response; Employment; Engineering; Evidence Based Practice; Eye Movements; Films; Generalization; Graphs; Intelligence; Internship Programs; Item Response Theory; Keyboarding (Data Entry); Psychomotor Skills; Questioning Techniques; Sequential Approach; Student Placement; Task Analysis; Writing Processes; Writing Skills; Young Children","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CX3EU43","journalArticle","1986","Baird, William E.","Conference Abstracts: Extending the Human Mind: Computers in Education. Summer Conference '85.","Journal of Computers in Mathematics and Science Teaching","","","","","Contains six abstracts of selected papers from the Fourth Annual Summer Computer Conference held in Eugene, Oregon. Topics reviewed include: teaching science process skills with software (three abstracts); computer use in middle school mathematics; computing and algebra; and artificial intelligence tutorial. (ML)","1986","2025-05-02 01:52:41","2025-05-02 01:52:41","","66-68","","1","6","","","","","","","","","","","","","","","","","ERIC Number: EJ351482","","","http://eric.ed.gov/?id=EJ351482","Artificial Intelligence; Elementary Secondary Education; Mathematics Instruction; Mathematics Education; Algebra; Skill Development; Science Education; Science Instruction; Computer Uses in Education; Tutorial Programs; Courseware; Abstracts; Conferences; Process Education; Science Activities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q97MYIFZ","journalArticle","1990","Howard, Dale C.","The Dark Side of CML: A Look at Expert Systems.","","","","","","The paper examines implications of the application of computer expert systems in the field of education, particularly special education. The development of expert systems in general is reviewed as are its applications in education as intelligent tutoring systems and in special education in the areas of student classification, teacher education, math teaching consultancy, and language teaching consultancy. The literature on the role of artificial intelligence is then reviewed noting concerns with increasing reliance on technology, the increasing tendency toward technological elitism, possible reductions in human creativity, and the need for man to control technology and not be controlled by it. While noting the contributions of computer managed learning to special education in  individualizing learning and recordkeeping, the paper raises questions concerning effects of future more extensive use of artificial intelligence in the teaching and learning process. (DB)","1990","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED320384","","","http://eric.ed.gov/?id=ED320384","Artificial Intelligence; Elementary Secondary Education; Foreign Countries; Special Education; Futures (of Society); Computer Managed Instruction; Disabilities; Educational Philosophy; Expert Systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4S4P49WH","book","2021","Wen, Yun; Wu, Yi-ju; Qi, Grace; Guo, Siao-Cing; Spector, J. Michael; Chelliah, Shobhana; Kinshuk, Ed; Lan, Yu-Ju","","","978-981-15-7578-5","","","","This book uncovers the important issues in language learning and teaching in the intelligent, digital era. ""Social connectivity"" is a contemporary style of learning and living. By engaging in the connectivity of physical and digital worlds, how essential parts of language learning and teaching can be achieved? How can the advanced technologies, such as virtual reality and artificial intelligent, be used to solve the problems encountered by language learners? To answer the above mentioned question, plenty of inspiring studies are included in the book. It is a platform of exchange for researchers, educators, and practitioners on the theory and/or application of state-of-the-art uses of technology to enhance language learning.","2021","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","Lecture Notes in Educational Technology","","English","","","","","","","ISSN: 2196-4963 ERIC Number: ED615421","","","http://eric.ed.gov/?id=ED615421","Artificial Intelligence; Computer Assisted Instruction; Elementary Secondary Education; Mathematics Instruction; Self Efficacy; Teaching Methods; Thinking Skills; Computer Assisted Testing; English (Second Language); Preservice Teachers; Computer Simulation; Online Courses; Higher Education; Student Attitudes; Learning Processes; Autism; Pervasive Developmental Disorders; Learner Engagement; Critical Thinking; Second Language Learning; Multimedia Instruction; Information Technology; Student Centered Learning; Tourism; Writing Instruction; Second Language Instruction; Computer Literacy; Story Telling; Arabs; English for Special Purposes; Holistic Approach; Immersion Programs; Kindergarten; Mandarin Chinese; Self Determination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5A393MJB","journalArticle","1989","International Technology Education Association, Reston","Resources in Technology 6.","","","","","","This document--intended to help technology education teachers plan their classroom curriculum for secondary school and college students--contains units on creativity, artificial intelligence, biotechnology, polymeric materials, manufacturing in space, metallic materials, intermodal transportation, and food production. The sociocultural impact of each of those topics and its relationship to the common elements of technological systems are covered in each unit. Units also typically include narrative information, line illustrations, photographs, a glossary of technical terms, a constructional activity, examples of how math and science can be used to support the students' constructional activities and provide the motivation for students to make the connections between technical  education and math and science, a student quiz, possible student outcomes, and references. (CML)","1989","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED322401","","","http://eric.ed.gov/?id=ED322401","Artificial Intelligence; Technological Literacy; Technological Advancement; Futures (of Society); Creativity; Secondary Education; Postsecondary Education; Agricultural Production; Construction (Process); Industrial Arts; Metals; Science and Society; Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8P5J4A7U","journalArticle","2007","Scheuer, Oliver; Muhlenbrock, Martin; Melis, Erica","Results from Action Analysis in an Interactive Learning Environment","Journal of Interactive Learning Research","","1093-023X","","","Recently, there is a growing interest in the automatic analysis of learner activity in web-based learning environments. The approach and system SIAM (System for Interaction Analysis by Machine learning) presented in this article aims at helping to establish a basis for the automatic analysis of interaction data by developing a data logging and analysis system based on a standard database server and standard machine learning techniques. The contribution is the integration of components which are appropriate for large amount of data. The analysis system has been connected to the web-based interactive learning environment for mathematics, ActiveMath, but is designed to allow for interfacing to other web-based learning environments, too. The results of several usages of this action analysis tool are presented and discussed. They indicate potentials for further development and usages. (Contains 3 tables and 5 figures.)","2007-04","2025-05-02 01:52:41","2025-05-02 01:52:41","","185-205","","2","18","","","","","","","","","","English","","","","","","","ERIC Number: EJ754519","","","http://eric.ed.gov/?id=EJ754519","Mathematics Instruction; Foreign Countries; Prediction; Educational Environment; Secondary Education; Mathematics Curriculum; Student Behavior; Interaction; Web Based Instruction; Cognitive Style; Tutoring; Internet; Hypermedia; Interaction Process Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5DWXSAU","report","1975","diSessa, Andy","Turtle Escapes the Plane: Some Advanced Turtle Geometry. Artificial Intelligence Memo Number 348.","","","","","","The LOGO Turtles, originally developed at the Massachusetts Institute of Technology Artificial Intelligence Laboratory for teaching concepts in elementary geometry to primary-age children, can also be used in teaching higher-level mathematics. In the exercises described here, the turtle was programed to traverse curved surfaces. Both geometric and topological ideas and concepts are developed. (SD)","1975","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED128180","","","http://eric.ed.gov/?id=ED128180","Artificial Intelligence; Mathematics Education; Geometry; Secondary School Mathematics; Computer Oriented Programs; Learning Activities; Higher Education; College Mathematics; Computers; Secondary Education; Mathematical Concepts; Topology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJJAYTCB","journalArticle","1989","Bitter, Gary G.","Software Reviews.","Journal of Computers in Mathematics and Science Teaching","","","","","Reviews three software packages: (1) ""Physics,"" tutorial, grades 11-12, Macintosh; (2) ""Hands On Math: Volume I,"" interactive math exploration/simulation of manipulatives use, grades K-7, Apple II; and (3) ""A.I.: An Experience with Artificial Intelligence,"" simulation, grades 5-12, Apple II. (MVL)","1989","2025-05-02 01:52:41","2025-05-02 01:52:41","","94-97","","3","8","","","","","","","","","","","","","","","","","ERIC Number: EJ395705","","","http://eric.ed.gov/?id=EJ395705","Artificial Intelligence; Elementary Secondary Education; Teaching Methods; Computer Simulation; Elementary School Mathematics; Mathematics; Science Instruction; Physics; Mathematical Concepts; Computer Uses in Education; Secondary School Science; Tutorial Programs; Interactive Video; Computer Graphics; Computer Software Reviews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJ8N58Z3","thesis","2015","Alvin, Christopher Thomas","Synthesis with Hypergraphs","","","","","","Many problems related to synthesis with intelligent tutoring may be phrased as program synthesis problems using AI-style search and formal reasoning techniques. The _x000C_first two results in this dissertation focus on problem synthesis as an aspect of intelligent tutoring systems applied to STEM-based education frameworks, specifically high school geometry. Given a geometric _x000C_figure as input, our technique constructs a hypergraph representing logical deduction of facts, and then traverses the hypergraph to synthesize problems and their corresponding solutions.Using similar techniques, our third result is focused on exhaustive synthesis of molecules. This synthesis process involves bonding sets of basic, molecular `fragments' according to chemical constraints to create molecules of increasing size. For each input set of fragments, synthesis results in a significant set of molecules. Due to big data constraints we give special consideration in how to construct a corresponding molecular hypergraph based on a target, template molecule. Synthesis of the target molecule in a laboratory environment then corresponds to any path in the molecular hypergraph from the set of fragments to the target molecule. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]","2015","2025-05-02 01:52:41","2025-05-02 01:52:41","","","","","","","","","","","","","Louisiana State University","","","","","ProQuest LLC","","","","ISBN: 9798802766965 ERIC Number: ED643812","","","http://eric.ed.gov/?id=ED643812","Artificial Intelligence; Intelligent Tutoring Systems; STEM Education; Geometry; Secondary School Mathematics; Problem Solving; Synthesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQFAYGRI","journalArticle","1987","Adams, Dennis M.; Hamm, Mary","Artificial Intelligence Applications for Education: Promise, ...Promises.","Journal of Computers in Mathematics and Science Teaching","","","","","Surveys the current status of artificial intelligence (AI) technology. Discusses intelligent tutoring systems, robotics, and applications for educators. Likens the status of AI at present to that of aviation in the very early 1900s. States that educators need to be involved in future debates concerning AI. (CW)","1987","2025-05-02 01:52:41","2025-05-02 01:52:41","","4-7","","","7","","","","","","","","","","","","","","","","","ERIC Number: EJ367988","","","http://eric.ed.gov/?id=EJ367988","Artificial Intelligence; Computer Assisted Instruction; Elementary Secondary Education; Technological Advancement; Man Machine Systems; Robotics; Computer Software; Science Education; Elementary School Science; Computers; Information Technology; Computer Uses in Education; Secondary School Science; Tutorial Programs; Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49BTVMLV","journalArticle","2021","Song, Yu; Lei, Shunwei; Hao, Tianyong; Lan, Zixin; Ding, Ying","Automatic Classification of Semantic Content of Classroom Dialogue","Journal of Educational Computing Research","","0735-6331","","","Due to benefits for teaching and learning, an increasing number of studies have focused on classroom dialogue and how to make it productive. Coding, in which the transcribed conversation is allocated to a set of features, is commonly employed to deal with the textual data arising from this dialogue. This is generally done manually and cannot provide timely feedback to the participants. To address this issue, we explored the possibility of automatically classifying the semantic content of classroom dialogue. Seven categories (prior-known knowledge, analysis, coordination, speculation, uptake, agreement and querying) were distinguished automatically using an artificial neural network-based model. The model achieved acceptable performance and was comparable to human coding. Information about quality of dialogue can be identified in a timely manner. With this knowledge, classroom dialogue can be managed more skilfully, and a more productive form of dialogue is likely to be achieved by teachers and students.","2021-06","2025-05-02 01:52:41","2025-05-02 01:52:41","","496-521","","3","59","","","","","","","","","","English","","","","","","","ERIC Number: EJ1294560","","","http://eric.ed.gov/?id=EJ1294560","Artificial Intelligence; Mathematics Instruction; Foreign Countries; Teaching Methods; Feedback (Response); Computer Software; Classification; Learning Processes; Secondary School Students; Computational Linguistics; Elementary School Students; Science Instruction; Physics; Literacy Education; Networks; Classroom Communication; Semantics; Coding; Dialogs (Language)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L2ULWQL","journalArticle","1991","Grandgenett, Neal","Roles of Computer Technology in the Mathematics Education of the Gifted.","Gifted Child Today (GCT)","","0892-9580","","","This article reviews technological advances in educational computer use and discusses applications for computers as tools, tutors, and tutees in mathematics education of gifted students. Computer-assisted instruction, artificial intelligence, multimedia, numeric processing, computer-aided design, LOGO, robotics, and hypercard software packages are briefly explained and guidelines for implementation discussed. (PB)","1991-02","2025-05-02 01:52:42","2025-05-02 01:52:42","","18-23","","1","14","","","","","","","","","","English","","","","","","","ERIC Number: EJ424476","","","http://eric.ed.gov/?id=EJ424476","Computer Assisted Instruction; Elementary Secondary Education; Educational Technology; Mathematics Education; Computer Software; Computer Uses in Education; Courseware; Microcomputers; Gifted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8W7XDFV","report","1988","Nicely, Robert F.; Sigmund, Thomas F.","Mathematics for the Class of 2000. Pennsylvania Council of Teachers of Mathematics 1988 Yearbook.","","","","","","One of the strengths of the Pennsylvania Council of Teachers of Mathematics (PCTM) is that it gives mathematicians and mathematics educators the opportunity to exchange and contribute to each other's professional growth. The topic for each yearbook is chosen to coincide with the annual PCTM meeting. This 1988 yearbook contains 27 articles which focus on critical issues regarding the goals of school mathematics and related issues, perspectives, ideas, and strategies of interest to mathematics teachers, teacher educators, mathematics supervisors, and curriculum coordinators as they strive to review and improve existing mathematics programs. Topics include: future concerns; changes in elementary mathematics programs; high school calculus courses; change in response to technological  development; expert systems and artificial intelligence; preparation of students for secondary mathematics; implications of change for teacher preparation; mathematical thinking; effective textbook use in the elementary school; cooperative learning in mathematics; how to use infinities; and continuing education in the future. (CW)","1988","2025-05-02 01:52:42","2025-05-02 01:52:42","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED302386","","","http://eric.ed.gov/?id=ED302386","Artificial Intelligence; Cooperative Learning; Elementary Secondary Education; Mathematics Instruction; Mathematics Education; Technological Advancement; Teaching Methods; Secondary School Mathematics; Preservice Teacher Education; Elementary School Mathematics; Higher Education; Academic Achievement; Problem Solving; Futures (of Society); Textbooks; College Mathematics; Calculus; Mathematical Concepts; Educational Improvement; Computer Uses in Education; Mathematical Applications; Expert Systems; Continuing Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJSC43QE","thesis","1984","Davis, Robert B.","Learning Mathematics: The Cognitive Science Approach to Mathematics Education.","","","","","","There has long been dispute in mathematics between the drill and practice orientation that focuses primarily on memorizing mathematics as meaningless rote algorithms and the approach based on understanding and making creative use of mathematics. This 25-chapter book, based on a 7-year study at the University of Illinois, seeks to explain and diffuse this controversy by taking a broad view of the cognitive science approach to the teaching and learning of mathematics. This explanation of the processes of mathematical calculation owes much to the new approach to the study of knowledge, which has been developed from Jean Piaget's observation of child behavior and the broad range of new research into artificial intelligence. It is essentially concerned with providing a deeper  understanding of the thought processes that are involved in mathematical thinking; what goes on inside children's heads as they learn mathematics and do mathematical problem-solving. Among the areas considered are: the cognitive science approach to mathematics education; deficiency in typical school curricula; the nature of representations; the ""paradigm"" teaching strategy; recognition problems; retrieval, construction, and mapping; and basic concepts used to facilitate the discussion of human information processing as it related to solving mathematical problems. (JN)","1984","2025-05-02 01:52:42","2025-05-02 01:52:42","","","","","","","","","","","","","","","","","","","","","","ISBN: 089391245X ERIC Number: ED245928","","","http://eric.ed.gov/?id=ED245928","Elementary Secondary Education; Mathematics Instruction; Mathematics Education; Teaching Methods; Models; Cognitive Processes; Mathematics; Problem Solving; Mathematics Curriculum; Learning Strategies; Cognitive Structures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FACYRS8D","journalArticle","1989","Smith, Richard L.","Bibliography.","Journal of Computers in Mathematics and Science Teaching","","","","","Provides an annotated list of references on specific topics covering computers in general science and math. Topics include: artificial intelligence, CAI, LOGO, a heat capacity experiment, microcomputer tutorials, a Monte Carlo simulation, factoring, a geology simulation, polynomials, spreadsheets, a gas model simulation, integers, and microcomputer-based laboratories. (MVL)","1989","2025-05-02 01:52:42","2025-05-02 01:52:42","","83-84","","3","8","","","","","","","","","","","","","","","","","ERIC Number: EJ395703","","","http://eric.ed.gov/?id=EJ395703","Artificial Intelligence; Computer Assisted Instruction; Spreadsheets; Computer Simulation; Elementary School Science; Secondary Education; Mathematical Concepts; Computer Uses in Education; Secondary School Science; Tutorial Programs; Programing Languages; Annotated Bibliographies; Geology; Heat; Laboratories; Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
